genes	predicted_functions
cwc25	uberon_0000033:2.5042886929,uberon_0009124:0.0022884749857,uberon_0001944:0.0022884749857
kri1	uberon_0000033:217.20698575,uberon_0009124:0.0109338249317,uberon_0001944:0.0109338249317
hnrpdl	uberon_0000033:0.153073549043,uberon_0009124:0.000508549996822,uberon_0001944:0.000508549996822
sf3b5	uberon_0000033:40.7110752345,uberon_0009124:0.0162735998983,uberon_0001944:0.0162735998983
sf3b4	uberon_0000033:30.8494487879,uberon_0009124:0.0160193248999,uberon_0001944:0.0160193248999
sf3b1	uberon_0000033:40.3901625014,uberon_0009124:0.0205962748713,uberon_0001944:0.0205962748713
pole2	uberon_0000033:27.3446877816,uberon_0009124:0.00737397495391,uberon_0001944:0.00737397495391
six1b	uberon_0000033:2.79908710952,uberon_0009124:0.00216133748649,uberon_0001944:0.00216133748649
six1a	uberon_0000033:6.82521490708,uberon_0009124:0.000381412497616,uberon_0001944:0.000381412497616
pdgfrb	uberon_0000033:3.61815870469,uberon_0009124:0.0137308499142,uberon_0001944:0.0137308499142
dnajb1a	uberon_0000033:7.48731240267,uberon_0009124:0.00686542495709,uberon_0001944:0.00686542495709
grk5l	uberon_0000033:0.988921518525,uberon_0009124:0.0217405123641,uberon_0001944:0.0217405123641
ran	uberon_0000033:1.98775151571,uberon_0009124:0.0113152374293,uberon_0001944:0.0113152374293
zmat2	uberon_0000033:6.69387650605,uberon_0009124:0.00394126247537,uberon_0001944:0.00394126247537
mab21l2	uberon_0000033:0.0382683872608,uberon_0009124:0.000127137499205,uberon_0001944:0.000127137499205
apc	uberon_0000033:5.30274982213,uberon_0009124:0.00444981247219,uberon_0001944:0.00444981247219
zcchc7	uberon_0000033:0.114614455534,uberon_0009124:0.000381412497616,uberon_0001944:0.000381412497616
fkrp	uberon_0000033:0.30563854809,uberon_0009124:0.00101709999364,uberon_0001944:0.00101709999364
tcap	uberon_0000033:2.21956646113,uberon_0009124:0.00737397495391,uberon_0001944:0.00737397495391
stk25b	uberon_0000033:28.4905210553,uberon_0009124:0.00394126247537,uberon_0001944:0.00394126247537
stk25a	uberon_0000033:9.68069639248,uberon_0009124:0.00317843748013,uberon_0001944:0.00317843748013
angpt1	uberon_0000033:4.36395220644,uberon_0009124:0.00317843748013,uberon_0001944:0.00317843748013
chd	uberon_0009124:204.99167333,uberon_0000033:21.2033813169,uberon_0001944:0.0048312249698
rpsa	uberon_0000033:159.768334383,uberon_0009124:0.0333100247918,uberon_0001944:0.0333100247918
vmhc	uberon_0000033:0.54702341206,uberon_0009124:0.0119509249253,uberon_0001944:0.0119509249253
chm	uberon_0000033:0.229610323565,uberon_0009124:0.000762824995232,uberon_0001944:0.000762824995232
fev	uberon_0000033:0.191341936304,uberon_0009124:0.000635687496027,uberon_0001944:0.000635687496027
fer	uberon_0000033:4.71765225771,uberon_0009124:0.00305129998093,uberon_0001944:0.00305129998093
ctnnd1	uberon_0000033:8.96226116577,uberon_0009124:0.0114423749285,uberon_0001944:0.0114423749285
mtmr8	uberon_0000033:0.0764096370224,uberon_0009124:0.000254274998411,uberon_0001944:0.000254274998411
disp1	uberon_0000033:3.5529946293,uberon_0009124:0.00190706248808,uberon_0001944:0.00190706248808
disp2	uberon_0000033:0.79651855404,uberon_0009124:0.00139851249126,uberon_0001944:0.00139851249126
scube2	uberon_0000033:0.0382683872608,uberon_0009124:0.000127137499205,uberon_0001944:0.000127137499205
sqstm1	uberon_0000033:2.69435181347,uberon_0009124:0.00597546246265,uberon_0001944:0.00597546246265
rarga	uberon_0001944:115.404040601,uberon_0000033:4.60464243143,uberon_0009124:0.00851821244676
gria3a	uberon_0000033:2.00091145881,uberon_0009124:0.000889962494438,uberon_0001944:0.000889962494438
pi4kb	uberon_0000033:10.6778372042,uberon_0009124:0.010552412434,uberon_0001944:0.010552412434
src	uberon_0000033:4.93451720004,uberon_0009124:0.0666200495836,uberon_0001944:0.0666200495836
gdf2	uberon_0000033:0.727099357956,uberon_0009124:0.0024156124849,uberon_0001944:0.0024156124849
appl1	uberon_0000033:6.53109837804,uberon_0009124:0.00559404996504,uberon_0001944:0.00559404996504
ttc17	uberon_0000033:0.0382683872608,uberon_0009124:0.000127137499205,uberon_0001944:0.000127137499205
celf1	uberon_0000033:0.267878710826,uberon_0009124:0.000889962494438,uberon_0001944:0.000889962494438
parvb	uberon_0000033:0.240928083881,uberon_0009124:0.0047040874706,uberon_0001944:0.0047040874706
cox5ab	uberon_0000033:0.105794477815,uberon_0009124:0.0113152374293,uberon_0001944:0.0113152374293
xrcc6	uberon_0000033:2.54263416837,uberon_0009124:0.0128408874197,uberon_0001944:0.0128408874197
cyp11a1	uberon_0000033:0.956709681521,uberon_0009124:0.00317843748013,uberon_0001944:0.00317843748013
cox5aa	uberon_0000033:0.109167015068,uberon_0009124:0.0120780624245,uberon_0001944:0.0120780624245
rps7	uberon_0000033:179.5576953,uberon_0009124:0.0277159748268,uberon_0001944:0.0277159748268
rps5	uberon_0000033:155.707895866,uberon_0009124:0.0316572373021,uberon_0001944:0.0316572373021
rps3	uberon_0000033:163.301981557,uberon_0009124:0.03839552476,uberon_0001944:0.03839552476
dlx3b	uberon_0009124:1161.26269197,uberon_0000033:0.904539676173,uberon_0001944:0.00343271247855
brd4	uberon_0000033:0.344415485347,uberon_0009124:0.00114423749285,uberon_0001944:0.00114423749285
wtip	uberon_0000033:1.24788540045,uberon_0009124:0.00114423749285,uberon_0001944:0.00114423749285
trpm7	uberon_0000033:0.102427212476,uberon_0009124:0.0024156124849,uberon_0001944:0.0024156124849
ahcyl1	uberon_0000033:1.78101312979,uberon_0009124:0.00266988748331,uberon_0001944:0.00266988748331
plxna3	uberon_0000033:0.497489034391,uberon_0009124:0.00165278748967,uberon_0001944:0.00165278748967
taz	uberon_0000033:0.267878710826,uberon_0009124:0.000889962494438,uberon_0001944:0.000889962494438
tie1	uberon_0000033:3.21947506239,uberon_0009124:0.00368698747696,uberon_0001944:0.00368698747696
llgl2	uberon_0000033:0.558091519393,uberon_0009124:0.00394126247537,uberon_0001944:0.00394126247537
mcamb	uberon_0000033:0.507583590997,uberon_0009124:0.00165278748967,uberon_0001944:0.00165278748967
llgl1	uberon_0000033:0.714090711375,uberon_0009124:0.00368698747696,uberon_0001944:0.00368698747696
robo1	uberon_0000033:1.33939355413,uberon_0009124:0.00444981247219,uberon_0001944:0.00444981247219
gck	uberon_0009124:122.857216012,uberon_0000033:1.04741106051,uberon_0001944:0.00800966244994
robo2	uberon_0000033:0.245496023416,uberon_0009124:0.00203419998729,uberon_0001944:0.00203419998729
robo4	uberon_0000033:0.267878710826,uberon_0009124:0.000889962494438,uberon_0001944:0.000889962494438
dcaf7	uberon_0000033:3.15495430084,uberon_0009124:0.00203419998729,uberon_0001944:0.00203419998729
pax1b	uberon_0000033:0.229610323565,uberon_0009124:0.000762824995232,uberon_0001944:0.000762824995232
lmo4a	uberon_0000033:0.114614455534,uberon_0009124:0.000381412497616,uberon_0001944:0.000381412497616
adcyap1r1a	uberon_0000033:0.0325803022999,uberon_0009124:0.0110609624309,uberon_0001944:0.0110609624309
dag1	uberon_0000033:4.99154160178,uberon_0009124:0.00457694997139,uberon_0001944:0.00457694997139
mpnd	uberon_0000033:7.5128660787,uberon_0009124:0.00686542495709,uberon_0001944:0.00686542495709
insb	uberon_0009124:21.8768038596,uberon_0000033:8.51772011662,uberon_0001944:0.0419553747378
apobec2a	uberon_0000033:6.82521490708,uberon_0009124:0.000381412497616,uberon_0001944:0.000381412497616
pigk	uberon_0000033:0.420952259869,uberon_0009124:0.00139851249126,uberon_0001944:0.00139851249126
slc4a1a	uberon_0000033:0.229610323565,uberon_0009124:0.000762824995232,uberon_0001944:0.000762824995232
slc4a1b	uberon_0000033:0.114805161782,uberon_0009124:0.000381412497616,uberon_0001944:0.000381412497616
pigt	uberon_0000033:0.306147098087,uberon_0009124:0.00101709999364,uberon_0001944:0.00101709999364
map2k4a	uberon_0000033:3.18411541727,uberon_0009124:0.00762824995232,uberon_0001944:0.00762824995232
map2k4b	uberon_0000033:3.33038960935,uberon_0009124:0.00750111245312,uberon_0001944:0.00750111245312
nfybb	uberon_0000033:0.028640822239,uberon_0009124:0.00750111245312,uberon_0001944:0.00750111245312
ajuba	uberon_0000033:10.4125155788,uberon_0009124:0.0106795499333,uberon_0001944:0.0106795499333
ambra1b	uberon_0000033:0.247196397344,uberon_0009124:0.00203419998729,uberon_0001944:0.00203419998729
ambra1a	uberon_0000033:0.103507805326,uberon_0009124:0.0024156124849,uberon_0001944:0.0024156124849
ahcy	uberon_0009124:0.00317843748013,uberon_0001944:0.00317843748013,uberon_0000033:0.00195885095578
robo3	uberon_0000033:0.574025808912,uberon_0009124:0.00190706248808,uberon_0001944:0.00190706248808
asna1	uberon_0000033:2.79908710952,uberon_0009124:0.00216133748649,uberon_0001944:0.00216133748649
adrb3b	uberon_0000033:0.161796016123,uberon_0009124:0.0125866124213,uberon_0001944:0.0125866124213
plekhg5a	uberon_0000033:0.405576106694,uberon_0009124:0.0143665374102,uberon_0001944:0.0143665374102
slc24a5	uberon_0000033:0.191341936304,uberon_0009124:0.000635687496027,uberon_0001944:0.000635687496027
strumpellin	uberon_0000033:0.382683872608,uberon_0009124:0.00127137499205,uberon_0001944:0.00127137499205
rcor1	uberon_0000033:30.4300129666,uberon_0009124:0.00139851249126,uberon_0001944:0.00139851249126
rpgra	uberon_0000033:6.82521490708,uberon_0009124:0.000381412497616,uberon_0001944:0.000381412497616
hand2	uberon_0009124:0.00317843748013,uberon_0001944:0.00317843748013,uberon_0000033:0.00195885095578
sart3	uberon_0000033:2.39931596141,uberon_0009124:0.00419553747378,uberon_0001944:0.00419553747378
smyd2a	uberon_0000033:17.096325325,uberon_0009124:0.000635687496027,uberon_0001944:0.000635687496027
ext2	uberon_0000033:1.42473451324,uberon_0009124:0.00292416248172,uberon_0001944:0.00292416248172
wdr75	uberon_0000033:225.693605516,uberon_0009124:0.0139851249126,uberon_0001944:0.0139851249126
plod3	uberon_0000033:1.41593032865,uberon_0009124:0.0047040874706,uberon_0001944:0.0047040874706
nhsl1b	uberon_0000033:0.153073549043,uberon_0009124:0.000508549996822,uberon_0001944:0.000508549996822
chek1	uberon_0000033:69.1068643809,uberon_0009124:0.0207234123705,uberon_0001944:0.0207234123705
nfkbiaa	uberon_0000033:10.6860787787,uberon_0009124:0.0160193248999,uberon_0001944:0.0160193248999
ruvbl1	uberon_0000033:36.7105321926,uberon_0009124:0.0144936749094,uberon_0001944:0.0144936749094
ruvbl2	uberon_0000033:27.6293625557,uberon_0009124:0.0111880999301,uberon_0001944:0.0111880999301
zgc:92360	uberon_0000033:0.306147098087,uberon_0009124:0.00101709999364,uberon_0001944:0.00101709999364
creb3l2	uberon_0000033:0.764096370224,uberon_0009124:0.00254274998411,uberon_0001944:0.00254274998411
utp15	uberon_0000033:208.704982617,uberon_0009124:0.0164007373975,uberon_0001944:0.0164007373975
desmb	uberon_0000033:1.83688258852,uberon_0009124:0.00610259996186,uberon_0001944:0.00610259996186
desma	uberon_0000033:2.52571355921,uberon_0009124:0.00839107494756,uberon_0001944:0.00839107494756
rnf121	uberon_0000033:0.114805161782,uberon_0009124:0.000381412497616,uberon_0001944:0.000381412497616
gins3	uberon_0000033:11.3614659854,uberon_0009124:0.00177992498888,uberon_0001944:0.00177992498888
glrx3	uberon_0000033:0.382683872608,uberon_0009124:0.00127137499205,uberon_0001944:0.00127137499205
usp22	uberon_0000033:0.0108601007666,uberon_0009124:0.00368698747696,uberon_0001944:0.00368698747696
mapk3	uberon_0000033:0.769890224987,uberon_0009124:0.0368698747696,uberon_0001944:0.0368698747696
mapk1	uberon_0000033:0.902450609653,uberon_0009124:0.0361070497743,uberon_0001944:0.0361070497743
pogza	uberon_0000033:0.191024092556,uberon_0009124:0.000635687496027,uberon_0001944:0.000635687496027
mapk9	uberon_0000033:3.71606433712,uberon_0009124:0.0230118873562,uberon_0001944:0.0230118873562
kirrel3l	uberon_0000033:0.841904519738,uberon_0009124:0.00279702498252,uberon_0001944:0.00279702498252
gle1	uberon_0000033:5.12098818957,uberon_0009124:0.00292416248172,uberon_0001944:0.00292416248172
ifng1-2	uberon_0000033:0.0292628836623,uberon_0009124:0.00394126247537,uberon_0001944:0.00394126247537
rpl28	uberon_0000033:163.815462425,uberon_0009124:0.0244103998474,uberon_0001944:0.0244103998474
mmp13a	uberon_0000033:0.0763526741577,uberon_0009124:0.00546691246583,uberon_0001944:0.00546691246583
rpl24	uberon_0000033:142.391590098,uberon_0009124:0.0279702498252,uberon_0001944:0.0279702498252
rpl27	uberon_0000033:170.016071814,uberon_0009124:0.0266988748331,uberon_0001944:0.0266988748331
ddx51	uberon_0000033:51.3923734424,uberon_0009124:0.00190706248808,uberon_0001944:0.00190706248808
ddx56	uberon_0000033:306.76844389,uberon_0009124:0.0165278748967,uberon_0001944:0.0165278748967
ddx54	uberon_0000033:258.349012498,uberon_0009124:0.0152564999046,uberon_0001944:0.0152564999046
rpl22	uberon_0000033:182.232373465,uberon_0009124:0.0254274998411,uberon_0001944:0.0254274998411
smyd5	uberon_0000033:0.114805161782,uberon_0009124:0.000381412497616,uberon_0001944:0.000381412497616
npc1	uberon_0000033:0.343843366601,uberon_0009124:0.00114423749285,uberon_0001944:0.00114423749285
smyd3	uberon_0000033:0.420952259869,uberon_0009124:0.00139851249126,uberon_0001944:0.00139851249126
setd7	uberon_0000033:10.2108730421,uberon_0009124:0.00584832496345,uberon_0001944:0.00584832496345
tob1a	uberon_0000033:23.7037799885,uberon_0009124:0.00101709999364,uberon_0001944:0.00101709999364
smox	uberon_0000033:0.114805161782,uberon_0009124:0.000381412497616,uberon_0001944:0.000381412497616
hspd1	uberon_0000033:21.5218410979,uberon_0009124:0.00991672493802,uberon_0001944:0.00991672493802
rnf41	uberon_0000033:0.430278505168,uberon_0009124:0.00419553747378,uberon_0001944:0.00419553747378
vcp	uberon_0000033:2.24246924628,uberon_0009124:0.0109338249317,uberon_0001944:0.0109338249317
pabpc1a	uberon_0000033:123.197105542,uberon_0009124:0.0355984997775,uberon_0001944:0.0355984997775
sncb	uberon_0000033:0.229610323565,uberon_0009124:0.000762824995232,uberon_0001944:0.000762824995232
rel	uberon_0000033:3.33245885828,uberon_0009124:0.0141122624118,uberon_0001944:0.0141122624118
snrpc	uberon_0000033:5.1683820952,uberon_0009124:0.00813679994915,uberon_0001944:0.00813679994915
six2a	uberon_0000033:4.55041920023,uberon_0009124:0.00165278748967,uberon_0001944:0.00165278748967
dok7	uberon_0000033:0.0382683872608,uberon_0009124:0.000127137499205,uberon_0001944:0.000127137499205
csrnp1b	uberon_0000033:0.229228911067,uberon_0009124:0.000762824995232,uberon_0001944:0.000762824995232
csrnp1a	uberon_0000033:0.114805161782,uberon_0009124:0.000381412497616,uberon_0001944:0.000381412497616
tdp2b	uberon_0000033:3.5529946293,uberon_0009124:0.00190706248808,uberon_0001944:0.00190706248808
rhov	uberon_0000033:0.205946529838,uberon_0009124:0.0203419998729,uberon_0001944:0.0203419998729
bbs10	uberon_0000033:28.5084841892,uberon_0009124:0.00839107494756,uberon_0001944:0.00839107494756
barx1	uberon_0000033:2.00667784653,uberon_0009124:0.000889962494438,uberon_0001944:0.000889962494438
krit1	uberon_0009124:0.00330557497934,uberon_0001944:0.00330557497934,uberon_0000033:2.53470844793e-05
pdcd4b	uberon_0000033:4.71592134957,uberon_0009124:0.0047040874706,uberon_0001944:0.0047040874706
cluap1	uberon_0000033:0.153073549043,uberon_0009124:0.000508549996822,uberon_0001944:0.000508549996822
snx10a	uberon_0000033:0.306147098087,uberon_0009124:0.00101709999364,uberon_0001944:0.00101709999364
ppp1cab	uberon_0000033:9.52222769264,uberon_0009124:0.0129680249189,uberon_0001944:0.0129680249189
dhrsx	uberon_0000033:0.0382683872608,uberon_0009124:0.000127137499205,uberon_0001944:0.000127137499205
rpl9	uberon_0000033:152.031546823,uberon_0009124:0.032165787299,uberon_0001944:0.032165787299
efnb2a	uberon_0009124:0.00686542495709,uberon_0001944:0.00686542495709,uberon_0000033:0.00213952214963
gata1a	uberon_0000033:0.991696088207,uberon_0009124:0.0106795499333,uberon_0001944:0.0106795499333
efnb2b	uberon_0000033:1.91341936304,uberon_0009124:0.00635687496027,uberon_0001944:0.00635687496027
rpl3	uberon_0000033:244.513231654,uberon_0009124:0.0367427372704,uberon_0001944:0.0367427372704
etfdh	uberon_0000033:2.00667784653,uberon_0009124:0.000889962494438,uberon_0001944:0.000889962494438
adrb1	uberon_0009124:0.0125866124213,uberon_0001944:0.0125866124213,uberon_0000033:0.0117993062364
ces3	uberon_0000033:0.191341936304,uberon_0009124:0.000635687496027,uberon_0001944:0.000635687496027
polr2b	uberon_0000033:98.8407469458,uberon_0009124:0.042082512237,uberon_0001944:0.042082512237
ltk	uberon_0000033:0.0479803818049,uberon_0009124:0.00266988748331,uberon_0001944:0.00266988748331
nrg2a	uberon_0000033:0.0296876668236,uberon_0009124:0.00279702498252,uberon_0001944:0.00279702498252
copb2	uberon_0000033:0.558091519393,uberon_0009124:0.00394126247537,uberon_0001944:0.00394126247537
pigu	uberon_0000033:0.344415485347,uberon_0009124:0.00114423749285,uberon_0001944:0.00114423749285
gria2a	uberon_0000033:2.59168038084,uberon_0009124:0.000762824995232,uberon_0001944:0.000762824995232
wdr43	uberon_0000033:257.904104471,uberon_0009124:0.0181806623864,uberon_0001944:0.0181806623864
wdr46	uberon_0000033:265.745721228,uberon_0009124:0.014239399911,uberon_0001944:0.014239399911
znf703	uberon_0000033:0.0765367745216,uberon_0009124:0.000254274998411,uberon_0001944:0.000254274998411
cdc26	uberon_0000033:9.55822264848,uberon_0009124:0.0167821498951,uberon_0001944:0.0167821498951
anln	uberon_0000033:38.567365892,uberon_0009124:0.00584832496345,uberon_0001944:0.00584832496345
rcc2	uberon_0000033:40.0114722004,uberon_0009124:0.0124594749221,uberon_0001944:0.0124594749221
hoxb1b	uberon_0000033:3.41758778348,uberon_0009124:0.000635687496027,uberon_0001944:0.000635687496027
cdc20	uberon_0000033:66.8800560175,uberon_0009124:0.0363613247727,uberon_0001944:0.0363613247727
edn1	uberon_0000033:1.11992797296,uberon_0009124:0.0380141122624,uberon_0001944:0.0380141122624
pgr	uberon_0001944:60.9398921874,uberon_0000033:1.02699026807,uberon_0009124:0.0158921874007
cd9b	uberon_0000033:1.13770635926,uberon_0009124:0.00317843748013,uberon_0001944:0.00317843748013
arhgef7b	uberon_0000033:0.075716656322,uberon_0009124:0.0188163498824,uberon_0001944:0.0188163498824
tubg1	uberon_0000033:6.05113919907,uberon_0009124:0.0134765749158,uberon_0001944:0.0134765749158
sbno1	uberon_0000033:0.114805161782,uberon_0009124:0.000381412497616,uberon_0001944:0.000381412497616
rpl7	uberon_0000033:183.296788115,uberon_0009124:0.0324200622974,uberon_0001944:0.0324200622974
ttc8	uberon_0000033:23.7037799885,uberon_0009124:0.00101709999364,uberon_0001944:0.00101709999364
cited4b	uberon_0000033:0.535757421652,uberon_0009124:0.00177992498888,uberon_0001944:0.00177992498888
pold1	uberon_0000033:11.6449860121,uberon_0009124:0.013603712415,uberon_0001944:0.013603712415
cnot8	uberon_0000033:2.14972045175,uberon_0009124:0.00648401245947,uberon_0001944:0.00648401245947
gigfy2	uberon_0000033:22.3275280927,uberon_0009124:0.000508549996822,uberon_0001944:0.000508549996822
zfyve27	uberon_0000033:2.00667784653,uberon_0009124:0.000889962494438,uberon_0001944:0.000889962494438
zfyve26	uberon_0000033:2.59168038084,uberon_0009124:0.000762824995232,uberon_0001944:0.000762824995232
pkd2	uberon_0000033:0.687686733202,uberon_0009124:0.0022884749857,uberon_0001944:0.0022884749857
cdx1b	uberon_0000033:23.8890500417,uberon_0009124:0.00800966244994,uberon_0001944:0.00800966244994
psenen	uberon_0000033:0.954158596732,uberon_0009124:0.00572118746424,uberon_0001944:0.00572118746424
parp3	uberon_0000033:1.0715148433,uberon_0009124:0.00355984997775,uberon_0001944:0.00355984997775
dnmbp	uberon_0000033:0.382683872608,uberon_0009124:0.00127137499205,uberon_0001944:0.00127137499205
cnot1	uberon_0000033:1.12123462314,uberon_0009124:0.00546691246583,uberon_0001944:0.00546691246583
gdf11	uberon_0000033:0.0719292070105,uberon_0009124:0.00254274998411,uberon_0001944:0.00254274998411
mtm1	uberon_0000033:18.2016768009,uberon_0009124:0.00661114995868,uberon_0001944:0.00661114995868
araf	uberon_0000033:4.04693857167,uberon_0009124:0.0110609624309,uberon_0001944:0.0110609624309
rad21a	uberon_0000033:34.6695507138,uberon_0009124:0.0164007373975,uberon_0001944:0.0164007373975
rbm42	uberon_0000033:0.0764096370224,uberon_0009124:0.000254274998411,uberon_0001944:0.000254274998411
ccdc80	uberon_0000033:0.0765367745216,uberon_0009124:0.000254274998411,uberon_0001944:0.000254274998411
larp6	uberon_0000033:0.229610323565,uberon_0009124:0.000762824995232,uberon_0001944:0.000762824995232
larp7	uberon_0000033:57.824518863,uberon_0009124:0.00978958743882,uberon_0001944:0.00978958743882
med25	uberon_0000033:0.446886460145,uberon_0009124:0.0123323374229,uberon_0001944:0.0123323374229
sf1	uberon_0000033:0.0728318111562,uberon_0009124:0.00254274998411,uberon_0001944:0.00254274998411
tomm22	uberon_0000033:1.41593032865,uberon_0009124:0.0047040874706,uberon_0001944:0.0047040874706
edaradd	uberon_0000033:0.114805161782,uberon_0009124:0.000381412497616,uberon_0001944:0.000381412497616
rasl11b	uberon_0000033:0.0765367745216,uberon_0009124:0.000254274998411,uberon_0001944:0.000254274998411
mif	uberon_0000033:6.85193171257,uberon_0009124:0.00127137499205,uberon_0001944:0.00127137499205
scn1lab	uberon_0000033:0.0382683872608,uberon_0009124:0.000127137499205,uberon_0001944:0.000127137499205
angptl3	uberon_0000033:0.114805161782,uberon_0009124:0.000381412497616,uberon_0001944:0.000381412497616
ecrg4a	uberon_0000033:0.0382683872608,uberon_0009124:0.000127137499205,uberon_0001944:0.000127137499205
frem2b	uberon_0000033:0.153073549043,uberon_0009124:0.000508549996822,uberon_0001944:0.000508549996822
frem2a	uberon_0000033:0.0382683872608,uberon_0009124:0.000127137499205,uberon_0001944:0.000127137499205
sox9a	uberon_0000033:2.59168038084,uberon_0009124:0.000762824995232,uberon_0001944:0.000762824995232
sox9b	uberon_0000033:0.878710825758,uberon_0009124:0.00292416248172,uberon_0001944:0.00292416248172
usp48	uberon_0000033:3.42596585628,uberon_0009124:0.000635687496027,uberon_0001944:0.000635687496027
sdc2	uberon_0000033:2.72220905153,uberon_0009124:0.0125866124213,uberon_0001944:0.0125866124213
usp44	uberon_0000033:0.318052865577,uberon_0009124:0.00190706248808,uberon_0001944:0.00190706248808
arhgef9b	uberon_0000033:1.13019840357,uberon_0009124:0.0138579874134,uberon_0001944:0.0138579874134
mastl	uberon_0000033:12.5883400438,uberon_0009124:0.00165278748967,uberon_0001944:0.00165278748967
usp42	uberon_0000033:0.0765367745216,uberon_0009124:0.000254274998411,uberon_0001944:0.000254274998411
zeb2a	uberon_0000033:0.558091519393,uberon_0009124:0.00394126247537,uberon_0001944:0.00394126247537
aurkb	uberon_0000033:66.9814524034,uberon_0009124:0.0378869747632,uberon_0001944:0.0378869747632
slc8a4a	uberon_0000033:0.0382683872608,uberon_0009124:0.000127137499205,uberon_0001944:0.000127137499205
scinlb	uberon_0000033:0.507583590997,uberon_0009124:0.00165278748967,uberon_0001944:0.00165278748967
ehd3	uberon_0000033:0.187693714956,uberon_0009124:0.00216133748649,uberon_0001944:0.00216133748649
nkx6.2	uberon_0000033:2.22841077604,uberon_0009124:0.0024156124849,uberon_0001944:0.0024156124849
nkx6.1	uberon_0009124:243.8009434,uberon_0000033:2.57399661494,uberon_0001944:0.00406839997457
park7	uberon_0001944:165.357039292,uberon_0000033:21.3815646501,uberon_0009124:0.00597546246265
park2	uberon_0000033:0.674764508901,uberon_0009124:0.00622973746106,uberon_0001944:0.00622973746106
ist1	uberon_0000033:1.59303710808,uberon_0009124:0.00279702498252,uberon_0001944:0.00279702498252
rhot1b	uberon_0000033:0.205946529838,uberon_0009124:0.0203419998729,uberon_0001944:0.0203419998729
adssl1	uberon_0000033:0.0741470677128,uberon_0009124:0.00851821244676,uberon_0001944:0.00851821244676
kdm1a	uberon_0000033:26.5480538923,uberon_0009124:0.00750111245312,uberon_0001944:0.00750111245312
sdf4	uberon_0000033:0.0382683872608,uberon_0009124:0.000127137499205,uberon_0001944:0.000127137499205
szl	uberon_0000033:33.4264541774,uberon_0009124:0.000762824995232,uberon_0001944:0.000762824995232
mfsd2aa	uberon_0000033:0.0382048185112,uberon_0009124:0.000127137499205,uberon_0001944:0.000127137499205
trib3	uberon_0000033:0.0292628836623,uberon_0009124:0.00394126247537,uberon_0001944:0.00394126247537
ptger4a	uberon_0000033:0.95158985301,uberon_0009124:0.0130951624182,uberon_0001944:0.0130951624182
fcho2	uberon_0000033:0.306147098087,uberon_0009124:0.00101709999364,uberon_0001944:0.00101709999364
fcho1	uberon_0000033:0.267878710826,uberon_0009124:0.000889962494438,uberon_0001944:0.000889962494438
kcnq1	uberon_0000033:0.45922064713,uberon_0009124:0.00152564999046,uberon_0001944:0.00152564999046
rx1	uberon_0000033:0.267878710826,uberon_0009124:0.000889962494438,uberon_0001944:0.000889962494438
zfpm1	uberon_0000033:0.0163133085589,uberon_0009124:0.00292416248172,uberon_0001944:0.00292416248172
sass6	uberon_0000033:1.57255075257,uberon_0009124:0.00101709999364,uberon_0001944:0.00101709999364
ptbp1a	uberon_0000033:40.8408053473,uberon_0009124:0.014875087407,uberon_0001944:0.014875087407
dbt	uberon_0000033:1.33939355413,uberon_0009124:0.00444981247219,uberon_0001944:0.00444981247219
hopx	uberon_0000033:0.114805161782,uberon_0009124:0.000381412497616,uberon_0001944:0.000381412497616
bmp2b	uberon_0009124:27.0584395021,uberon_0000033:20.6364830304,uberon_0001944:0.0344542622847
thraa	uberon_0001944:124.870785751,uberon_0000033:1.1234623138,uberon_0009124:0.00788252495073
bhlha15	uberon_0000033:11.1421513925,uberon_0009124:0.000254274998411,uberon_0001944:0.000254274998411
bmp2a	uberon_0009124:30.2666772875,uberon_0000033:14.5664704794,uberon_0001944:0.0310215498061
eef1g	uberon_0000033:228.154454905,uberon_0009124:0.0167821498951,uberon_0001944:0.0167821498951
foxa3	uberon_0000033:0.102427212476,uberon_0009124:0.0024156124849,uberon_0001944:0.0024156124849
foxa2	uberon_0001944:83.5062618673,uberon_0000033:1.74595524204,uberon_0009124:0.0116966499269
rtf1	uberon_0000033:19.361392785,uberon_0009124:0.00635687496027,uberon_0001944:0.00635687496027
chmp1a	uberon_0000033:0.140565928244,uberon_0009124:0.0022884749857,uberon_0001944:0.0022884749857
usp43a	uberon_0000033:24.2129136371,uberon_0009124:0.000127137499205,uberon_0001944:0.000127137499205
tbp	uberon_0000033:21.8244144409,uberon_0009124:0.0261903248363,uberon_0001944:0.0261903248363
asphd1	uberon_0000033:9.37176171603,uberon_0009124:0.00101709999364,uberon_0001944:0.00101709999364
otomp	uberon_0000033:4.68588085801,uberon_0009124:0.000508549996822,uberon_0001944:0.000508549996822
col15a1b	uberon_0000033:5.69820422034,uberon_0009124:0.00597546246265,uberon_0001944:0.00597546246265
dmd	uberon_0000033:1.73450184498,uberon_0009124:0.0114423749285,uberon_0001944:0.0114423749285
gba	uberon_0000033:1.45419871591,uberon_0009124:0.0048312249698,uberon_0001944:0.0048312249698
rfx6	uberon_0000033:0.0382683872608,uberon_0009124:0.000127137499205,uberon_0001944:0.000127137499205
smarcal1	uberon_0000033:0.30563854809,uberon_0009124:0.00101709999364,uberon_0001944:0.00101709999364
rtn4ip1	uberon_0000033:6.82521490708,uberon_0009124:0.000381412497616,uberon_0001944:0.000381412497616
