zfin_id	gene_name	ensemble_id	uberon_annotations
zdb-gene-040628-1	rbm24a	ensdarg00000102995	uberon_0002407,uberon_2000084,uberon_0000489,uberon_0005805,uberon_0012275,uberon_0000019,uberon_0002064,uberon_0002065,uberon_0003107,uberon_0002201,uberon_0000033,uberon_0004119,uberon_0002376,uberon_0003088,uberon_0005598,uberon_0000480,uberon_0011607,uberon_0000468,uberon_0004573,uberon_0000948,uberon_0002082,uberon_0004752,uberon_0002081,uberon_0000042,uberon_0003473,uberon_0011242
zdb-gene-050320-126	smyd2a	ensdarg00000055151	uberon_0000489,uberon_0000042,uberon_0002407,uberon_0000479,uberon_0014892,uberon_0000468,uberon_0000948,uberon_0003102,uberon_0002063,uberon_0007812,uberon_0002081,uberon_0002082,uberon_4000164
zdb-gene-030219-213	mcamb	ensdarg00000005368	uberon_0014907,uberon_0002407,uberon_0005598,uberon_2005025,uberon_0000042,uberon_0002328,uberon_0012275
zdb-gene-050417-210	lhx9	ensdarg00000056979	uberon_0004121
zdb-gene-050417-217	yod1	ensdarg00000008542	uberon_0001555,uberon_0005598,uberon_0000042,uberon_0012275,uberon_0000491,uberon_0000480,uberon_0000468,uberon_0002328,uberon_0007812,uberon_0005057,uberon_0002107,uberon_0002100,uberon_0002407
zdb-gene-050417-214	agr2	ensdarg00000070480	uberon_0000061
zdb-gene-030131-3445	dicer1	ensdarg00000001129	uberon_0003052,uberon_0004141,uberon_0000489,uberon_0000019,uberon_0000480,uberon_0000468,uberon_0005281,uberon_0006800,uberon_0000033,uberon_0007812,uberon_0002050,uberon_0010313
zdb-gene-031030-4	tob1a	ensdarg00000032619	uberon_0007812,uberon_0002533,uberon_0000468,uberon_2001069
zdb-gene-031030-2	eif4a1a	ensdarg00000092115	uberon_0001555,uberon_0000489,uberon_0000042,uberon_0002407,uberon_0000491,uberon_0000480,uberon_2000084,uberon_0000948,uberon_0000033,uberon_0000019,uberon_0002107,uberon_0002100,uberon_2000106,uberon_0005057
zdb-gene-040808-67	kras	ensdarg00000010844	uberon_0000467,uberon_0000477,uberon_0002407,uberon_0000042,uberon_0010323,uberon_0000480,uberon_0011610,uberon_0003524,uberon_0004119,uberon_0003278,uberon_0011944,uberon_0000948,uberon_0003513,uberon_0007812,uberon_0003107,uberon_0014907,uberon_0001434,uberon_0000489
zdb-gene-040426-2398	loxa	ensdarg00000003259	uberon_0005598,uberon_0000019,uberon_0012275,uberon_0000042,uberon_0000468,uberon_0002328,uberon_0007812,uberon_0010313,uberon_0008823,uberon_0011004,uberon_0002407
zdb-gene-070117-835	bua	not_found	uberon_0000489,uberon_0000948
zdb-gene-030131-7369	ccnc	ensdarg00000009607	uberon_0005325,uberon_0000489,uberon_0000481,uberon_0000948,uberon_0004739
zdb-gene-090429-3	myo1cb	ensdarg00000061579	uberon_0001230,uberon_0001555,uberon_0005330,uberon_0000489,uberon_0000083,uberon_0000480,uberon_0000481,uberon_0000482,uberon_0000948,uberon_0004119,uberon_0003060,uberon_0007307,uberon_0005310
zdb-gene-040625-109	eaf1	ensdarg00000070795	uberon_0004880,uberon_0000468,uberon_0000033,uberon_0007812,uberon_0003075,uberon_0010314
zdb-gene-070117-105	bsk	not_found	uberon_0010313
zdb-gene-070117-107	rys	not_found	uberon_0000966,uberon_0000073,uberon_0000489,uberon_0000019
zdb-gene-070117-100	chsh	not_found	uberon_0010313
zdb-gene-070117-101	rub	not_found	uberon_0000061
zdb-gene-070117-102	srmh	not_found	uberon_0010313
zdb-gene-070117-103	rcn	not_found	uberon_0010313
zdb-gene-071130-1	nkd2b	ensdarg00000055271	uberon_2000001,uberon_2001125
zdb-gene-070117-109	mti	not_found	uberon_0000489,uberon_0000019,uberon_0000480,uberon_0001791,uberon_0001787,uberon_0000957
zdb-gene-040426-2172	junba	ensdarg00000074378	uberon_0000489,uberon_0000042,uberon_0000480,uberon_0004536,uberon_2001073,uberon_0000948,uberon_0002082,uberon_0001631,uberon_0002407
zdb-gene-040426-2173	pdhb	ensdarg00000021346	uberon_0000480,uberon_0001791,uberon_0000468,uberon_0001789,uberon_0000957,uberon_0010313
zdb-gene-071126-2	aida	ensdarg00000014532	uberon_0003061,uberon_0005291,uberon_0000468,uberon_0004120
zdb-gene-030131-5217	afp4	ensdarg00000095863	uberon_0005598,uberon_0012275,uberon_0000468,uberon_0010314,uberon_0000033,uberon_0002328,uberon_2000106,uberon_0002100
zdb-gene-070301-5	ackr3a	ensdarg00000062478	uberon_0000948
zdb-gene-070117-1457	unm_t30323	not_found	uberon_0010314,uberon_0000033
zdb-gene-030131-7145	col17a1b	ensdarg00000079011	uberon_0000477,uberon_0002407,uberon_0000042,uberon_0000480,uberon_0000468,uberon_0007812,uberon_0008904
zdb-gene-050506-8	s1pr4	ensdarg00000074851	uberon_0004120
zdb-gene-020709-1	myo7aa	ensdarg00000099871	uberon_0000468
zdb-gene-070117-1553	mts	not_found	uberon_0002065,uberon_0000481
zdb-gene-990917-4	tbx2a	ensdarg00000018025	uberon_0000477,uberon_2000006,uberon_0001846,uberon_0000019,uberon_0000480,uberon_0000931,uberon_0000948,uberon_0004117,uberon_0003351,uberon_0002087,uberon_0010313,uberon_0003066,uberon_0011004,uberon_0000489
zdb-gene-090408-1	scn1bb	ensdarg00000105003	uberon_0001579,uberon_0000479,uberon_0000480,uberon_0015212,uberon_0004121,uberon_0010314
zdb-gene-070117-1387	unm_t30830	not_found	uberon_0000475,uberon_0001003
zdb-gene-040421-2	dand5	ensdarg00000036471	uberon_0000480
zdb-gene-040421-1	hsd17b4	ensdarg00000101239	uberon_0000042,uberon_0000491,uberon_2000084,uberon_0002107,uberon_0000033,uberon_0001264,uberon_0002407,uberon_0002100,uberon_0010314,uberon_0005057
zdb-gene-070912-475	csrnp1a	ensdarg00000031426	uberon_0004120
zdb-gene-030131-2935	igf2b	ensdarg00000033307	uberon_0008823,uberon_0012275,uberon_0000019,uberon_0004152,uberon_0007135,uberon_0002201,uberon_0000178,uberon_0010313,uberon_0002100,uberon_0005598,uberon_0001890,uberon_0000480,uberon_0000468,uberon_0000948,uberon_2000033,uberon_0002328,uberon_0005291,uberon_0010204
zdb-gene-070117-818	unm_s545	not_found	uberon_0000966,uberon_0000073,uberon_0000489,uberon_0000019
zdb-gene-070117-819	unm_s547	not_found	uberon_0000966,uberon_0000073,uberon_0000489,uberon_0000019
zdb-gene-070117-812	unm_s111	not_found	uberon_0000489,uberon_0000019
zdb-gene-070117-813	unm_s168	not_found	uberon_0000489,uberon_0000019
zdb-gene-040426-1156	enpp2	ensdarg00000011257	uberon_0001555,uberon_2000001,uberon_0008823,uberon_0000042,uberon_0002028,uberon_0002457,uberon_0000480,uberon_0002201,uberon_0000033,uberon_0004119,uberon_0000178,uberon_0000019,uberon_2005025,uberon_0002407
zdb-gene-070117-816	unm_s507	not_found	uberon_0000966,uberon_0000073,uberon_0000489,uberon_0000019
zdb-gene-070117-817	unm_s509	not_found	uberon_0000966,uberon_0000073,uberon_0000489,uberon_0000019
zdb-gene-070117-814	unm_s181	not_found	uberon_0000966,uberon_0000073,uberon_0000489,uberon_0000019
zdb-gene-070117-815	unm_s332	not_found	uberon_0000966,uberon_0000073,uberon_0000489,uberon_0000019
zdb-gene-030131-8277	gna13b	ensdarg00000037924	uberon_0004573,uberon_0000481,uberon_0003524,uberon_0003473,uberon_0005805,uberon_0014907
zdb-gene-101109-1	tnfsf18	ensdarg00000079550	uberon_0012275,uberon_0000468,uberon_2000106,uberon_0015178,uberon_0004879,uberon_2000084,uberon_0006984,uberon_0004750,uberon_0003075,uberon_0003071,uberon_0005598
zdb-gene-070117-1228	unm_t30789	not_found	uberon_0003102,uberon_4000164
zdb-gene-030131-6545	fn1b	ensdarg00000006526	uberon_0000481,uberon_0002133
zdb-gene-070117-1221	unm_t30646	not_found	uberon_0010314,uberon_0000033
zdb-gene-070117-1220	unm_t30220	not_found	uberon_0008823
zdb-gene-070117-1223	unm_t30576	not_found	uberon_0010314,uberon_0000033
zdb-gene-070117-1222	unm_t30647	not_found	uberon_0010314,uberon_0000033
zdb-gene-070117-1225	unm_t30752	not_found	uberon_0003278,uberon_0000480,uberon_0000477,uberon_0004119
zdb-gene-070117-1224	unm_t30196	not_found	uberon_0004120
zdb-gene-070117-1227	unm_t30854	not_found	uberon_0000061
zdb-gene-070117-1226	unm_t30693	not_found	uberon_0000475,uberon_0001003
zdb-gene-081104-363	adgra2	ensdarg00000076994	uberon_0000044,uberon_0003496,uberon_0003714,uberon_0002616,uberon_0000480,uberon_0007134,uberon_2005020,uberon_0002200,uberon_0003338,uberon_0008998
zdb-gene-070117-2048	fac	not_found	uberon_0001708,uberon_0000477,uberon_0008823,uberon_0000019,uberon_0011610,uberon_0000480,uberon_0005886,uberon_0000468,uberon_0005884,uberon_0011615,uberon_0004119,uberon_0013765,uberon_0001032
zdb-gene-070117-2049	fad	not_found	uberon_0003926,uberon_0000489,uberon_0000019,uberon_0000073,uberon_0000480,uberon_0000468,uberon_0000966,uberon_0001782,uberon_0010313,uberon_0001032,uberon_0001016
zdb-gene-070117-2044	esa	not_found	uberon_0002289,uberon_0002616,uberon_0000480,uberon_0005281,uberon_0006284,uberon_0001016,uberon_0002422,uberon_0008823
zdb-gene-070117-2045	eso	not_found	uberon_0000480,uberon_0000477,uberon_0001032,uberon_0001846
zdb-gene-070117-2046	exp	not_found	uberon_0000467,uberon_0001774,uberon_0000073,uberon_0000480,uberon_0000468,uberon_0002328,uberon_0004479,uberon_0003079
zdb-gene-070117-2047	exi	not_found	uberon_0003052,uberon_0008823,uberon_0000019,uberon_0000480,uberon_0006800,uberon_0000948,uberon_0010313,uberon_0001032,uberon_0001016
zdb-gene-070117-2040	enz	not_found	uberon_0006860,uberon_0010313,uberon_0000468,uberon_0004119
zdb-gene-070117-2041	end	not_found	uberon_2000318,uberon_0002309,uberon_0008823,uberon_0002028,uberon_0000480,uberon_0014649,uberon_0005281,uberon_0001890,uberon_0034763,uberon_0001016,uberon_0001017
zdb-gene-070117-2042	ent	not_found	uberon_0008823,uberon_0002028,uberon_0000480,uberon_0005281,uberon_0001890,uberon_2000106,uberon_0001016,uberon_0001017
zdb-gene-000330-9	psen2	ensdarg00000015540	uberon_0002289,uberon_0002028,uberon_0001891,uberon_0000468,uberon_0010313,uberon_0002422,uberon_0008823
zdb-gene-000330-8	coil	ensdarg00000040070	uberon_0000061
zdb-gene-000330-5	cdc25b	ensdarg00000010792	uberon_0000019,uberon_0002407,uberon_0000479,uberon_0000042,uberon_0000468,uberon_0000033,uberon_0000489
zdb-gene-000330-4	stx1b	ensdarg00000000503	uberon_0000042
zdb-gene-031204-5	cwf19l1	ensdarg00000002128	uberon_0002037
zdb-gene-051120-147	gpc1a	ensdarg00000019341	uberon_0002110,uberon_2005170,uberon_0003704,uberon_0000481
zdb-gene-070117-461	unm_ts37	not_found	uberon_0000468
zdb-gene-081105-87	porcn	ensdarg00000052558	uberon_0012275,uberon_0001049,uberon_0002328,uberon_0005598,uberon_0002100
zdb-gene-090618-1	apobec2b	ensdarg00000034604	uberon_0003082,uberon_0000479,uberon_0000468,uberon_0005177,uberon_2000610,uberon_0004121,uberon_0004120,uberon_0001630
zdb-gene-061009-4	bcl11ab	ensdarg00000063153	uberon_0010314,uberon_0000033,uberon_0002100
zdb-gene-040704-44	fam32a	ensdarg00000042660	uberon_0001555,uberon_0000477,uberon_0000489,uberon_0000019,uberon_0000491,uberon_0000480,uberon_0005886,uberon_0003278,uberon_0000948,uberon_0000033,uberon_0002107,uberon_0005057
zdb-gene-070119-5	obscnb	ensdarg00000022101	uberon_0000463,uberon_0000019,uberon_0002407,uberon_0002280,uberon_0000042,uberon_0000468,uberon_2000610,uberon_0000948,uberon_0000033,uberon_0007812,uberon_0002082,uberon_0003901,uberon_0003072,uberon_0000489
zdb-gene-070119-3	pmaip1	ensdarg00000089307	uberon_0000475,uberon_0000468
zdb-gene-070117-1489	unm_t30617	not_found	uberon_0015178,uberon_0004120,uberon_0006984
zdb-gene-070117-1488	unm_t30550	not_found	uberon_0004141,uberon_0000489
zdb-gene-070117-1485	unm_t30241	not_found	uberon_0008823
zdb-gene-070117-1484	unm_t30803	not_found	uberon_0004141,uberon_0000489
zdb-gene-070117-1487	unm_t30487	not_found	uberon_0013765,uberon_0004119,uberon_0003103,uberon_0001264
zdb-gene-070117-1486	unm_t30374	not_found	uberon_0000468
zdb-gene-070117-1481	unm_t30797	not_found	uberon_0004141,uberon_0000489
zdb-gene-070117-1480	unm_t30977	not_found	uberon_0004141,uberon_0000489
zdb-gene-070117-1483	unm_t30661	not_found	uberon_0000467,uberon_0000480,uberon_0001015
zdb-gene-080530-2	vps39	ensdarg00000074471	uberon_0004185,uberon_0002107,uberon_0003926,uberon_0000033,uberon_0000019,uberon_0000491,uberon_0000480,uberon_0001782,uberon_0000160,uberon_0002199,uberon_0003102,uberon_0006860,uberon_0010313,uberon_0003902,uberon_0005057
zdb-gene-030131-8078	cd2ap	ensdarg00000015224	uberon_0005325,uberon_0002407,uberon_0000042,uberon_0000468,uberon_0004739
zdb-gene-070117-1023	unm_t30904	not_found	uberon_0000475,uberon_0001003
zdb-gene-030131-5843	spns2	ensdarg00000061017	uberon_0001708,uberon_0007690,uberon_0000477,uberon_0005945,uberon_0011610,uberon_0000489,uberon_0000480,uberon_0004362,uberon_0004291,uberon_0000925,uberon_0004141,uberon_0003107,uberon_0000948,uberon_0016545,uberon_0004752,uberon_0000924,uberon_0011242,uberon_4000164
zdb-gene-090109-2	il1rapl1b	ensdarg00000104853	uberon_0000004,uberon_0000489
zdb-gene-050320-80	mybpc2b	ensdarg00000021265	uberon_0000468,uberon_0000042,uberon_0002407
zdb-gene-050320-86	msi1	ensdarg00000010710	uberon_0002240,uberon_0002407,uberon_0000042,uberon_0000019,uberon_0000468,uberon_0000033,uberon_0007812,uberon_0008823
zdb-gene-070117-1818	unm_t31457	not_found	uberon_0004120
zdb-gene-050320-85	dbt	ensdarg00000101561	uberon_0001774,uberon_0000480,uberon_0000479,uberon_0000468,uberon_0002328,uberon_0004479,uberon_0001016,uberon_0001017
zdb-gene-070117-1816	unm_t31455	not_found	uberon_0004120
zdb-gene-070117-1027	unm_t30449	not_found	uberon_0005177,uberon_0015212,uberon_0000489,uberon_0000473
zdb-gene-070117-1814	unm_t31434	not_found	uberon_0004120
zdb-gene-070117-1815	unm_t31454	not_found	uberon_0004120
zdb-gene-070117-1812	unm_t31432	not_found	uberon_0004120
zdb-gene-070117-1813	unm_t31433	not_found	uberon_0004120
zdb-gene-060707-1	nptx2a	ensdarg00000037794	uberon_0000479,uberon_0000480,uberon_0015212,uberon_2001480,uberon_0010313
zdb-gene-070117-1811	unm_t31400	not_found	uberon_0004120
zdb-gene-030515-6	nrarpa	ensdarg00000091419	uberon_0000044,uberon_0003933,uberon_0003714,uberon_0003338,uberon_0003513,uberon_0000481,uberon_0007134,uberon_0003524,uberon_0000468,uberon_0003102,uberon_0003103,uberon_0014907,uberon_4000164
zdb-gene-030131-2656	wnk1b	ensdarg00000039392	uberon_0003481,uberon_2001157,uberon_2005025,uberon_0000480,uberon_0000481,uberon_2000940,uberon_0002200,uberon_0007679
zdb-gene-040830-1	polb	ensdarg00000003749	uberon_0001555,uberon_0000480,uberon_0010314,uberon_0000033,uberon_0004119
zdb-gene-020919-2	sec31a	ensdarg00000021082	uberon_0004185,uberon_0000489,uberon_0000017,uberon_0000491,uberon_0000481,uberon_0000160,uberon_0002107,uberon_0010313,uberon_0011004,uberon_0005057
zdb-gene-020919-3	unc45b	ensdarg00000008433	uberon_0000477,uberon_0011618,uberon_0002407,uberon_0011610,uberon_2000084,uberon_0000933,uberon_0004479,uberon_0003831,uberon_2000610,uberon_0000019,uberon_0000077,uberon_0005291,uberon_0000033,uberon_0003082,uberon_0004752,uberon_0008911,uberon_2002200,uberon_0000467,uberon_0001774,uberon_0000480,uberon_0000468,uberon_0011648,uberon_0007831,uberon_0002082,uberon_0000042,uberon_0004253,uberon_0003457,uberon_0003107,uberon_2000488,uberon_0004740,uberon_0006860,uberon_0000948
zdb-gene-020919-4	st8sia2	ensdarg00000018788	uberon_0003931,uberon_0002616,uberon_0000936,uberon_0000480
zdb-gene-070720-16	ralgps1	ensdarg00000068370	uberon_0005325,uberon_0004739,uberon_0000481
zdb-gene-061025-1	ap1b1	ensdarg00000020621	uberon_0004121,uberon_0000468,uberon_0010314
zdb-gene-081203-18	not_found	not_found	uberon_0002291,uberon_0001948
zdb-gene-091204-117	nphp3	ensdarg00000078261	uberon_2000001,uberon_0002120,uberon_0002616,uberon_0000491,uberon_0000468,uberon_0005057,uberon_0000948,uberon_0001264,uberon_0002107,uberon_0002100,uberon_0002082,uberon_0002422,uberon_0002081
zdb-gene-090306-3	hhipl1	ensdarg00000062501	uberon_0005281,uberon_0000480
zdb-gene-030131-3656	usp7	ensdarg00000073710	uberon_0000489,uberon_0000019,uberon_2001593,uberon_0000480,uberon_0000042,uberon_0000468,uberon_0000033,uberon_0002407,uberon_0001017,uberon_0001016,uberon_4000164
zdb-gene-071012-2	not_found	not_found	uberon_0007298,uberon_0005330,uberon_0000083,uberon_0000481,uberon_0006553,uberon_0034969
zdb-gene-010202-1	mapk8b	ensdarg00000009870	uberon_0000468
zdb-gene-010202-2	mapk14a	ensdarg00000000857	uberon_0007812,uberon_0015178,uberon_0004120,uberon_0006984
zdb-gene-010125-1	oprm1	ensdarg00000039434	uberon_0002037,uberon_0001890,uberon_0000489,uberon_0000019
zdb-gene-050327-99	trim2a	ensdarg00000031817	uberon_0004120
zdb-gene-050327-93	eya4	ensdarg00000012397	uberon_0000464,uberon_0001840,uberon_0002407,uberon_0000042,uberon_0000480,uberon_0000477,uberon_2000940,uberon_2007054,uberon_2007055,uberon_0003051
zdb-gene-030616-128	pdzk1ip1	ensdarg00000017127	uberon_0004120
zdb-gene-980526-558	wt1a	ensdarg00000031420	uberon_2000088,uberon_0005325,uberon_0002323,uberon_0005598,uberon_0000042,uberon_0002407,uberon_0000083,uberon_0007297,uberon_2000084,uberon_0000468,uberon_0002120,uberon_0006857,uberon_0005330,uberon_0004739,uberon_0006553,uberon_0005310
zdb-gene-090831-2	pde1a	ensdarg00000060875	uberon_0002120,uberon_0005310,uberon_0000083,uberon_0000481,uberon_0006553,uberon_0008823,uberon_0002100,uberon_0005330
zdb-gene-040426-2039	uhrf1	ensdarg00000103409	uberon_0001555,uberon_0001708,uberon_0000477,uberon_0003929,uberon_0000491,uberon_2000084,uberon_0000019,uberon_0000077,uberon_0000033,uberon_0002107,uberon_0001771,uberon_0000489,uberon_0000480,uberon_0000468,uberon_0000965,uberon_0004185,uberon_0001804,uberon_0000160,uberon_0005911,uberon_0005057
zdb-gene-111014-1	klf4	ensdarg00000079922	uberon_0004185,uberon_0003051,uberon_0002289,uberon_0000019,uberon_0002616,uberon_0000491,uberon_0000160,uberon_0002107,uberon_0006860,uberon_0005057
zdb-gene-120209-1	msw	not_found	uberon_2000001,uberon_0000061
zdb-gene-130726-1	kcnj10a	ensdarg00000090815	uberon_0001708,uberon_0000477,uberon_0002407,uberon_0000083,uberon_0000480,uberon_0000042,uberon_0000468,uberon_0004119,uberon_0000019,uberon_0006860,uberon_0003060,uberon_0002120
zdb-gene-030612-1	timp2a	ensdarg00000061226	uberon_0000468
zdb-gene-070117-310	unm_m220	not_found	uberon_0008823,uberon_0000019,uberon_0000073,uberon_0000480,uberon_0000966,uberon_0001032,uberon_0001016
zdb-gene-040426-1702	exosc4	ensdarg00000103432	uberon_0001555,uberon_0000489,uberon_0000019,uberon_0000491,uberon_0000480,uberon_2000084,uberon_0000033,uberon_0002107,uberon_0005057
zdb-gene-070117-312	unm_m278	not_found	uberon_0000475,uberon_0003102
zdb-gene-070117-643	unm_te262e	not_found	uberon_0002280,uberon_0000480,uberon_0008823,uberon_0001016,uberon_0000463
zdb-gene-070117-642	unm_m513	not_found	uberon_0008823,uberon_0001890,uberon_0000480,uberon_0005281,uberon_0002028,uberon_0001016,uberon_0001017
zdb-gene-070117-641	unm_m392	not_found	uberon_0000477,uberon_0001846,uberon_0002280,uberon_0000480,uberon_0001032,uberon_0000463
zdb-gene-040426-1707	skp1	ensdarg00000003151	uberon_0001555,uberon_0000019,uberon_0000042,uberon_0002407,uberon_0000491,uberon_0000480,uberon_2000084,uberon_0000948,uberon_0000033,uberon_0002107,uberon_0000489,uberon_0005057
zdb-gene-070117-319	unm_m666	not_found	uberon_0010313
zdb-gene-070117-318	unm_m738	not_found	uberon_0000151,uberon_0003102,uberon_0004120
zdb-gene-050609-28	not_found	not_found	uberon_0003102
zdb-gene-040426-1831	eepd1	ensdarg00000071116	uberon_0005598,uberon_0000468,uberon_0003102,uberon_4000164,uberon_0012275
zdb-gene-040426-1835	bace1	not_found	uberon_0005177,uberon_0000477,uberon_0000480,uberon_0008904
zdb-gene-070705-53	dio3b	not_found	uberon_0001846,uberon_0000019,uberon_0000491,uberon_0000480,uberon_0002107,uberon_0000468,uberon_0001787,uberon_0006860,uberon_0000957,uberon_0003902,uberon_0005057
zdb-gene-050517-20	cftr	ensdarg00000041107	uberon_2000001,uberon_0008823,uberon_0000017,uberon_0000491,uberon_0000479,uberon_0000481,uberon_0000077,uberon_0000948,uberon_0001264,uberon_0002107,uberon_0007329,uberon_0005057
zdb-gene-040309-2	myf6	ensdarg00000029830	uberon_0012275,uberon_0005598,uberon_0006984,uberon_0015178,uberon_0002100
zdb-gene-030131-1229	acta2	ensdarg00000045180	uberon_0013765,uberon_0004221,uberon_0001630,uberon_0000077
zdb-gene-030513-2	pomca	ensdarg00000043135	uberon_0000926
zdb-gene-030513-1	prl	ensdarg00000037946	uberon_0010312,uberon_0008823,uberon_0000481
zdb-gene-070117-1564	shm	not_found	uberon_0002028,uberon_0001891,uberon_0008823,uberon_0000468
zdb-gene-070117-1565	dri	not_found	uberon_0000475,uberon_0008823,uberon_0000019,uberon_0002028,uberon_0012275,uberon_0000948,uberon_0003102,uberon_0005598
zdb-gene-070117-1562	odk	not_found	uberon_0000477,uberon_0010313,uberon_0000480,uberon_0005886,uberon_0004119
